"plotID","date","plotsize","spcode","species","cover","elev","tci","streamdist"
"UFRL-03-0015","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1339,5.49803591,64.03
"UFRL-03-0015","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1379,4.77965307,141.4
"UFRL-03-0015","09-11-2001",1000,"TSUGCAN","Tsuga canadensis",6,1339,5.49803591,64.03
"UFRL-03-0015","09-11-2001",1000,"TSUGCAN","Tsuga canadensis",6,1379,4.77965307,141.4
"UFRL-03-0016","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1332,7.36016607,36.06
"UFRL-03-0016","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1345,7.96439886,50
"UFRL-03-0016","09-10-2001",1000,"TSUGCAN","Tsuga canadensis",2,1332,7.36016607,36.06
"UFRL-03-0016","09-10-2001",1000,"TSUGCAN","Tsuga canadensis",2,1345,7.96439886,50
"UFRL-03-0017","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,1061,4.80102015,380.8
"UFRL-03-0018","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,1069,11,518.7
"UFRL-03-0019","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,841.6,4.63745403,192.4
"UFRL-03-0020","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,830.7,6.80383396,243.5
"UFRL-03-0021","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1218,6.12011099,328
"UFRL-03-0022","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,1307,6.19980478,117
"UFRL-03-0022","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,1364,4.2297101,200.2
"UFRL-03-0022","07-07-2000",1000,"TSUGCAN","Tsuga canadensis",4,1307,6.19980478,117
"UFRL-03-0022","07-07-2000",1000,"TSUGCAN","Tsuga canadensis",4,1364,4.2297101,200.2
"UFRL-03-0023","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1184,7.96979904,233.2
"UFRL-03-0023","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1233,6.84657001,246
"UFRL-03-0023","07-06-2000",1000,"TSUGCAN","Tsuga canadensis",7,1184,7.96979904,233.2
"UFRL-03-0023","07-06-2000",1000,"TSUGCAN","Tsuga canadensis",7,1233,6.84657001,246
"UFRL-03-0024","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",8,1244,3.77997994,304.1
"UFRL-03-0025","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1210,4.27599001,340
"UFRL-03-0026","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1039,3.77942109,85.44
"UFRL-03-0027","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,837.1,4.84279108,30
"UFRL-03-0028","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,871.1,4.23926306,228.3
"UFRL-03-0029","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,872.5,5.4088521,28.28
"UFRL-05-0001","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",1,550.8,2.60996795,60.83
"UFRL-05-0002","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,557.7,9.8948946,0
"UFRL-05-0002","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,605.6,5.32107878,233.5
"UFRL-05-0132","08-29-2000",1000,"TSUGCAN","Tsuga canadensis",5,615.5,5.21226883,325.3
"UFRL-05-0132","08-29-2000",1000,"TSUGCAN","Tsuga canadensis",5,615.8,4.88271093,312.4
"UFRL-05-0144","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,635.6,3.92656112,580.1
"UFRL-05-0145","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,629.6,3.24016094,744.6
"UFRL-05-0146","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",5,513.9,4.11865282,50
"UFRL-05-0147","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,592.9,4.94061089,715.1
"UFRL-05-0148","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,546.8,5.28576708,568.6
"UFRL-05-0149","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,568.2,5.091959,491.9
"UFRL-05-0150","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,500.6,5.073699,53.85
"UFRL-05-0151","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",5,523.9,5.99377823,120.4
"UFRL-05-0152","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",4,531.5,5.92860079,70
"UFRL-05-0157","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,523.9,5.99377823,120.4
"UFRL-05-0158","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",4,497.5,3.93254805,78.1
"UFRL-05-0159","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,584.3,4.62709618,166.4
"UFRL-2A-0142","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",2,535.6,11.23,0
"UFRL-2A-0143","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",5,529.6,13.19,14.14
"ULRY-04-0001","07-21-1997",1000,"TSUGCAN","Tsuga canadensis",7,632.6,9.77134705,198.5
"ULRY-04-0002","07-21-1997",1000,"TSUGCAN","Tsuga canadensis",2,906.1,8.28208542,276.6
"ULRY-04-0003","07-23-1997",1000,"TSUGCAN","Tsuga canadensis",5,744.1,6.7866292,103
"ULRY-04-0004","07-23-1997",1000,"TSUGCAN","Tsuga canadensis",6,685.7,2.85963798,134.5
"ULRY-04-0005","07-24-1997",1000,"TSUGCAN","Tsuga canadensis",7,1210,5.69019604,50
"ULRY-04-0006","07-24-1997",1000,"TSUGCAN","Tsuga canadensis",6,1005,5.56774521,22.36
"ULRY-04-0007","07-25-1997",1000,"TSUGCAN","Tsuga canadensis",5,1241,5.5607748,128.1
"ULRY-04-0008","07-25-1997",400,"TSUGCAN","Tsuga canadensis",8,1248,5.16592216,120.4
"ULRY-04-0009","08-18-1997",1000,"TSUGCAN","Tsuga canadensis",4,791.5,4.28471518,241.9
"ULRY-04-0010","08-18-1997",1000,"TSUGCAN","Tsuga canadensis",8,995,6.56507301,274.6
"ULRY-04-0011","08-19-1997",1000,"TSUGCAN","Tsuga canadensis",8,1477,5.51860809,331.1
"ULRY-04-0012","08-19-1997",1000,"TSUGCAN","Tsuga canadensis",4,1427,5.54032612,426.4
"ULRY-04-0013","08-19-1997",400,"TSUGCAN","Tsuga canadensis",9,1142,6.27367687,104.4
"ULRY-04-0014","08-20-1997",800,"TSUGCAN","Tsuga canadensis",3,846.9,5.27617598,156.5
"ULRY-04-0015","08-20-1997",1000,"TSUGCAN","Tsuga canadensis",1,955.4,5.62884617,360.1
"ULRY-04-0016","08-20-1997",1000,"TSUGCAN","Tsuga canadensis",3,973.2,3.97703409,316.2
"ULRY-04-0018","09-15-1997",1000,"TSUGCAN","Tsuga canadensis",2,977.9,5.31354618,167.6
"ULRY-04-0019","09-15-1997",1000,"TSUGCAN","Tsuga canadensis",5,1108,6.91832304,76.16
"ULRY-04-0020","09-15-1997",1000,"TSUGCAN","Tsuga canadensis",7,481.2,8.16351509,22.36
"ULRY-04-0021","09-16-1997",1000,"TSUGCAN","Tsuga canadensis",4,676.6,6.42327881,212.6
"ULRY-04-0022","09-16-1997",1000,"TSUGCAN","Tsuga canadensis",1,847.5,4.77587986,367.2
"ULRY-04-0023","09-16-1997",1000,"TSUGCAN","Tsuga canadensis",4,580,4.02295113,360.7
"ULRY-04-0027","09-18-1997",1000,"TSUGCAN","Tsuga canadensis",6,883.1,8.18467617,269.3
"ULRY-04-0029","09-18-1997",1000,"TSUGCAN","Tsuga canadensis",2,1407,4.91603804,480.1
"ULRY-04-0030","09-18-1997",1000,"TSUGCAN","Tsuga canadensis",5,1109,7.33210707,100
"ULRY-04-0031","08-04-1997",1000,"TSUGCAN","Tsuga canadensis",5,632.6,9.77134705,198.5
"ULRY-04-0032","08-04-1997",1000,"TSUGCAN","Tsuga canadensis",3,677.9,4.70957518,224.7
"ULRY-04-0033","08-04-1997",400,"TSUGCAN","Tsuga canadensis",6,652.7,4.95081997,430
"ULRY-04-0034","08-05-1997",1000,"TSUGCAN","Tsuga canadensis",5,733.4,4.9390192,78.1
"ULRY-04-0035","08-05-1997",1000,"TSUGCAN","Tsuga canadensis",4,715.2,4.53027821,60
"ULRY-04-0036","08-05-1997",600,"TSUGCAN","Tsuga canadensis",3,611.5,4.12635803,162.8
"ULRY-04-0037","08-06-1997",1000,"TSUGCAN","Tsuga canadensis",3,557.9,5.89434814,297
"ULRY-04-0040","08-07-1997",1000,"TSUGCAN","Tsuga canadensis",6,614,5.35290003,424.4
"ULRY-04-0041","08-07-1997",1000,"TSUGCAN","Tsuga canadensis",5,670.5,6.5122571,460.1
"ULRY-04-0042","08-08-1997",1000,"TSUGCAN","Tsuga canadensis",3,793.2,5.18762207,162.8
"ULRY-04-0043","08-08-1997",1000,"TSUGCAN","Tsuga canadensis",9,668.3,7.41813707,31.62
"ULRY-04-0046","09-04-1997",1000,"TSUGCAN","Tsuga canadensis",2,1294,5.49039888,372.2
"ULRY-04-0048","09-04-1997",1000,"TSUGCAN","Tsuga canadensis",2,1305,4.82515621,341.8
"ULRY-04-0052","09-23-1997",1000,"TSUGCAN","Tsuga canadensis",5,1156,4.69150686,100.5
"ULRY-04-0053","09-23-1997",1000,"TSUGCAN","Tsuga canadensis",5,1081,6.55826378,215.9
"ULRY-04-0054","09-23-1997",1000,"TSUGCAN","Tsuga canadensis",3,1063,5.49046803,89.44
"ULRY-04-0055","09-23-1997",1000,"TSUGCAN","Tsuga canadensis",3,1238,5.2819891,328
"ULRY-04-0060","09-25-1997",400,"TSUGCAN","Tsuga canadensis",7,868.6,4.19547987,10
"ULRY-04-0064","06-10-1998",1000,"TSUGCAN","Tsuga canadensis",7,499,4.78524113,0
"ULRY-04-0065","06-10-1998",1000,"TSUGCAN","Tsuga canadensis",5,520.8,6.274508,223.6
"ULRY-04-0066","06-11-1998",100,"TSUGCAN","Tsuga canadensis",4,510.4,5.94035196,261.7
"ULRY-04-0069","06-12-1998",400,"TSUGCAN","Tsuga canadensis",7,426.1,8.29995441,10
"ULRY-04-0072","06-15-1998",400,"TSUGCAN","Tsuga canadensis",7,1399,5.68491888,140
"ULRY-04-0075","06-16-1998",1000,"TSUGCAN","Tsuga canadensis",3,1365,10.23,28.28
"ULRY-04-0079","06-18-1998",1000,"TSUGCAN","Tsuga canadensis",2,665.4,8.30241776,44.72
"ULRY-04-0080","06-18-1998",1000,"TSUGCAN","Tsuga canadensis",5,568.5,5.75921822,264
"ULRY-04-0082","06-18-1998",1000,"TSUGCAN","Tsuga canadensis",7,414.5,8.38364029,36.06
"ULRY-04-0083","06-29-1998",1000,"TSUGCAN","Tsuga canadensis",2,976.4,6.67004299,160
"ULRY-04-0084","06-29-1998",1000,"TSUGCAN","Tsuga canadensis",3,1128,5.87973595,333.8
"ULRY-04-0085","06-30-1998",1000,"TSUGCAN","Tsuga canadensis",6,477.9,3.82446599,265.7
"ULRY-04-0086","06-30-1998",1000,"TSUGCAN","Tsuga canadensis",2,574.9,2.89556694,268.3
"ULRY-04-0088","07-02-1998",1000,"TSUGCAN","Tsuga canadensis",2,551.3,7.76154518,362.4
"ULRY-04-0099","07-15-1998",400,"TSUGCAN","Tsuga canadensis",4,546.1,3.85346103,111.8
"ULRY-04-0100","07-15-1998",1000,"TSUGCAN","Tsuga canadensis",5,527.5,4.61679792,80
"ULRY-04-0102","07-16-1998",1000,"TSUGCAN","Tsuga canadensis",2,1134,4.89729977,323.9
"ULRY-04-0103","07-17-1998",400,"TSUGCAN","Tsuga canadensis",2,652.4,3.77350402,116.6
"ULRY-04-0104","07-20-1998",1000,"TSUGCAN","Tsuga canadensis",3,1301,5.46626997,10
"ULRY-04-0106","07-20-1998",1000,"TSUGCAN","Tsuga canadensis",3,1230,10.02,10
"ULRY-04-0107","07-21-1998",600,"TSUGCAN","Tsuga canadensis",6,1179,5.54097509,20
"ULRY-04-0108","07-21-1998",1000,"TSUGCAN","Tsuga canadensis",5,1206,7.18094301,230
"ULRY-04-0109","07-21-1998",1000,"TSUGCAN","Tsuga canadensis",6,801.8,7.74257517,222
"ULRY-04-0111","07-23-1998",1000,"TSUGCAN","Tsuga canadensis",2,782.6,4.27367401,155.6
"ULRY-04-0112","07-24-1998",400,"TSUGCAN","Tsuga canadensis",2,449.1,6.13030291,0
"ULRY-04-0116","07-29-1998",1000,"TSUGCAN","Tsuga canadensis",8,1043,4.03314877,72.11
"ULRY-04-0117","07-30-1998",400,"TSUGCAN","Tsuga canadensis",7,1276,4.49087477,180.3
"ULRY-04-0118","07-31-1998",1000,"TSUGCAN","Tsuga canadensis",6,493.4,5.95525885,407.2
"ULRY-04-0119","08-03-1998",1000,"TSUGCAN","Tsuga canadensis",7,727.3,8.68338013,76.16
"ULRY-04-0129","08-06-1998",500,"TSUGCAN","Tsuga canadensis",1,625.4,6.61356688,0
"ULRY-04-0130","08-11-1998",1000,"TSUGCAN","Tsuga canadensis",2,809.6,3.45346689,446.4
"ULRY-04-0136","08-12-1998",1000,"TSUGCAN","Tsuga canadensis",9,1320,5.83536005,630.7
"ULRY-04-0137","08-12-1998",1000,"TSUGCAN","Tsuga canadensis",2,1414,3.90263891,320.2
"ULRY-04-0140","08-13-1998",1000,"TSUGCAN","Tsuga canadensis",3,841.6,4.51717281,60
"ULRY-04-0148","08-20-1998",1000,"TSUGCAN","Tsuga canadensis",8,1259,5.86325979,698.4
"ULRY-04-0149","08-20-1998",1000,"TSUGCAN","Tsuga canadensis",6,1096,5.71895218,511.6
"ULRY-04-0152","08-21-1998",1000,"TSUGCAN","Tsuga canadensis",6,1467,6.62996101,268.7
"ULRY-04-0157","08-22-1998",1000,"TSUGCAN","Tsuga canadensis",3,1621,5.23728991,455.4
"ULRY-05-0200","06-07-1998",1000,"TSUGCAN","Tsuga canadensis",2,604,3.45305204,90
"ULRY-05-0201","06-07-1998",1000,"TSUGCAN","Tsuga canadensis",8,692.1,3.43232608,14.14
"ULRY-05-0202","07-07-1998",10,"TSUGCAN","Tsuga canadensis",8,519.4,5.89361095,30
"ULRY-05-0204","07-07-1998",1000,"TSUGCAN","Tsuga canadensis",6,599.6,3.46307993,111.8
"ULRY-05-0205","07-07-1998",1000,"TSUGCAN","Tsuga canadensis",9,515,4.93370914,30
"ULRY-05-0206","07-08-1998",1000,"TSUGCAN","Tsuga canadensis",2,792.3,6.17558098,20
"ULRY-05-0208","07-09-1998",1000,"TSUGCAN","Tsuga canadensis",5,614.1,4.04449987,236
"ULRY-05-0209","07-09-1998",1000,"TSUGCAN","Tsuga canadensis",8,560.2,4.41181278,50
"ULRY-05-0210","07-09-1998",1000,"TSUGCAN","Tsuga canadensis",7,542,4.44973183,70
"ULRY-05-0211","07-13-1998",1000,"TSUGCAN","Tsuga canadensis",5,795.6,5.82482719,104.4
"ULRY-05-0212","07-13-1998",1000,"TSUGCAN","Tsuga canadensis",4,1062,5.24064589,281.6
"ULRY-05-0216","07-14-1998",1000,"TSUGCAN","Tsuga canadensis",3,659.7,4.57649088,164.9
"ULRY-05-0217","07-01-1998",1000,"TSUGCAN","Tsuga canadensis",7,608.1,6.98964882,255.5
"ULRY-05-0218","07-14-1998",1000,"TSUGCAN","Tsuga canadensis",5,627,5.04519796,362.4
"ULRY-05-0219","07-15-1998",500,"TSUGCAN","Tsuga canadensis",6,576,6.017097,143.2
"ULRY-05-0221","07-15-1998",1000,"TSUGCAN","Tsuga canadensis",7,765.7,6.03690386,60
"ULRY-05-0227","07-16-1998",1000,"TSUGCAN","Tsuga canadensis",3,695.1,6.07357121,320.6
"ULRY-05-0234","07-21-1998",1000,"TSUGCAN","Tsuga canadensis",7,807.6,4.18507719,143.2
"ULRY-05-0235","07-21-1998",225,"TSUGCAN","Tsuga canadensis",4,822.5,5.285882,36.06
"ULRY-05-0237","07-22-1998",1000,"TSUGCAN","Tsuga canadensis",7,731.9,4.51683092,63.25
"ULRY-05-0238","07-23-1998",1000,"TSUGCAN","Tsuga canadensis",7,623.5,5.32098293,44.72
"ULRY-05-0239","07-27-1998",1000,"TSUGCAN","Tsuga canadensis",6,616,4.95518589,270.2
"ULRY-05-0245","07-30-1998",1000,"TSUGCAN","Tsuga canadensis",4,797.7,4.39382887,407.9
"ULRY-05-0250","08-04-1998",400,"TSUGCAN","Tsuga canadensis",2,1201,10.75,764.9
"ULRY-05-0253","05-08-1998",1000,"TSUGCAN","Tsuga canadensis",3,1062,5.17587519,80
"ULRY-05-0254","05-08-1998",400,"TSUGCAN","Tsuga canadensis",3,913.5,13.43,0
"ULRY-05-0255","08-05-1998",1000,"TSUGCAN","Tsuga canadensis",3,1012,4.34807777,80.62
"ULRY-05-0256","08-05-1998",1000,"TSUGCAN","Tsuga canadensis",2,1208,4.02961302,100.5
"ULRY-05-0259","08-05-1998",1000,"TSUGCAN","Tsuga canadensis",4,1055,3.79208398,10
"ULRY-05-0261","08-06-1998",1000,"TSUGCAN","Tsuga canadensis",6,1381,5.5416708,172
"ULRY-05-0264","08-07-1998",400,"TSUGCAN","Tsuga canadensis",3,1297,5.5746789,44.72
"ULRY-05-0266","08-07-1998",1000,"TSUGCAN","Tsuga canadensis",3,1184,10.43,22.36
"WHCA-01-0050","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",6,592.6,5.35637188,31.62
"WHCA-01-0051","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,567.5,5.59590483,56.57
"WHCA-01-0055","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",6,669.3,9.71498203,378.5
"WHCA-01-0056","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,688.1,4.52183485,326.5
"WHCA-01-0057","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,611.7,10.24,197.2
"WHCA-01-0058","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,690.8,4.80152607,230
"WHCA-01-0059","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,650.8,3.88353205,386.4
"WHCA-01-0061","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,673.2,5.40900183,520.1
"WHCA-01-0062","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,680.2,4.7884531,460
"WHCA-01-0063","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,676.8,3.841851,237.1
"WHCA-01-0065","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,750.6,7.00905085,301.5
"WHCA-01-0066","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,659.7,7.15281677,10
"WHCA-01-0070","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,514.3,3.77509809,150
"WHCA-01-0071","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,446.6,4.69749117,50
"WHCA-01-0072","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,518.3,4.35624313,220
"WHCA-01-0074","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,413.1,6.75950623,10
"WHCA-01-0075","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,443.3,8.6936121,10
"WHCA-02-0040","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,1206,8.59319401,92.2
"WHCA-02-0044","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,1102,3.95086193,510
"WHCA-02-0045","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,1015,5.6513648,377
"WHCA-02-0046","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,835,12.85,20
"WHCA-02-0047","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,1206,5.73453093,270
"WHCA-02-0048","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,1160,5.17023802,406.1
"WHCA-02-0049","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,1043,5.71662712,484.1
"WHCA-02-0050","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",6,847,13.13,14.14
"WHCA-02-0052","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,1051,6.98951197,367.7
"WHCA-02-0053","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,871,4.15861702,111.8
"WHCA-02-0054","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",2,1338,5.37122917,353.8
"WHCA-02-0055","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,1176,5.66973686,250
"WHCA-02-0056","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",2,1020,7.13305187,668.5
"WHCA-02-0057","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",2,1067,5.37263489,377.4
"WHCA-02-0059","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,873.4,4.89006901,360.1
"WHCA-02-0100","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,791.4,5.20167923,158.1
"WHCA-02-0101","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,768.7,5.03861618,41.23
"WHCA-02-0102","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,802.1,6.39912319,30
"WHCA-02-0103","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,919.4,5.90393496,522
"WHCA-02-0105","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",8,828.9,4.77252579,180.3
"WHCA-02-0106","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,885.6,5.9630332,247
"WHCA-02-0107","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,856.9,5.56587315,274.6
"WHCA-02-0109","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,760.3,4.44317198,214.7
"WHCA-02-0110","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,824.4,4.93527794,268.3
"WHCA-02-0111","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,752.1,5.68210793,138.9
"WHCA-02-0113","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,695.6,6.24271822,50
"WHCA-02-0114","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,732,5.14127302,114
"WHCA-02-0115","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,716.2,5.72402906,85.44
"WHCA-02-0116","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",8,921.1,10.64,36.06
"WHCA-02-0120","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,867.9,5.78856421,131.5
"WHCA-02-0121","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",2,973.9,3.94396496,319.1
"WHCA-02-0122","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,915.3,4.63796282,171.2
"WHCA-02-0126","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,1157,5.75363302,444.1
"WHCA-02-0129","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,877.2,4.17201519,76.16
"WHCA-02-0144","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,1340,3.746557,340.6
"WHCA-02-0149","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",2,1482,4.48139,424.5
"WHCA-02-0161","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",8,661,4.78554678,14.14
"WHCA-02-0162","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,1208,4.45285082,323.1
"WHCA-02-0163","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",2,1194,5.44546223,262.5
"WHCA-02-0164","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,1268,4.28260088,376.6
"WHCA-03-0002","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,869.1,6.01650381,400.5
"WHCA-03-0003","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",1,746.2,3.34025192,141.4
"WHCA-03-0004","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,875.6,6.09805298,70
"WHCA-03-0005","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",6,727.5,13.56,41.23
"WHCA-03-0006","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,1341,6.82645702,230.9
"WHCA-03-0007","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",6,1327,4.67902899,148.7
"WHCA-03-0008","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,1401,3.72033095,261.7
"WHCA-03-0009","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,1344,3.40493608,250.6
"WHCA-03-0010","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,1015,7.2793231,10
"WHCA-03-0013","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,1509,4.5936408,254.6
"WHCA-03-0014","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",4,1229,4.56738806,518.7
"WHCA-03-0015","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,1339,5.49803591,64.03
"WHCA-03-0016","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,1332,7.36016607,36.06
"WHCA-03-0020","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",3,830.7,6.80383396,243.5
"WHCA-03-0021","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,1215,7.06757402,330.2
"WHCA-03-0022","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,1307,6.19980478,117
"WHCA-03-0024","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",8,1242,3.91121697,299.7
"WHCA-03-0025","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,1213,4.18668318,335.4
"WHCA-03-0027","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",7,837.1,4.84279108,30
"WHCA-03-0028","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,866.8,4.58699608,223.6
"WHCA-03-0029","00-00-1982",1000,"TSUGCAN","Tsuga canadensis",5,870.8,11.76,36.06
