"plotID","date","plotsize","spcode","species","cover","elev","tci","streamdist"
"UFRL-01-0062","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,680.2,4.7884531,460
"UFRL-01-0063","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,676.8,3.841851,237.1
"UFRL-01-0065","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,750.6,7.00905085,301.5
"UFRL-01-0066","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,659.7,7.15281677,10
"UFRL-01-0067","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,751.5,5.0061202,219.3
"UFRL-01-0068","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,752.9,4.58780289,205.2
"UFRL-01-0069","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,731.2,4.71225786,169.7
"UFRL-01-0069","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,705.1,10.48,98.99
"UFRL-01-0070","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,514.3,3.77509809,150
"UFRL-01-0071","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,446.6,4.69749117,50
"UFRL-01-0072","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,518.3,4.35624313,220
"UFRL-01-0074","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,413.1,6.75950623,10
"UFRL-01-0075","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,443.3,8.6936121,10
"UFRL-01-0076","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,478.2,5.47542715,100.5
"UFRL-01-0077","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,339.8,5.53444195,50
"UFRL-01-0078","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,351,5.04492712,92.2
"UFRL-01-0079","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,326.3,6.51829004,40
"UFRL-01-0080","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,362.6,4.59075308,31.62
"UFRL-01-0081","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,368.7,4.95879889,127.3
"UFRL-01-0083","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,564.8,5.63021421,138.9
"UFRL-01-0084","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,605.9,3.48094106,130.4
"UFRL-01-0085","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,603.3,3.52819395,247.6
"UFRL-01-0086","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,574.5,4.40125084,205.2
"UFRL-01-0087","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,594.8,5.8831768,278.9
"UFRL-01-0088","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,592.6,4.91427422,100
"UFRL-01-0089","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,573.9,3.8970089,200
"UFRL-01-0090","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,562.8,5.2535038,620.1
"UFRL-01-0090","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,578.9,8.87221527,560.4
"UFRL-01-0090","05-03-2001",1000,"TSUGCAN","Tsuga canadensis",1,562.8,5.2535038,620.1
"UFRL-01-0090","05-03-2001",1000,"TSUGCAN","Tsuga canadensis",1,578.9,8.87221527,560.4
"UFRL-01-0091","07-02-2001",1000,"TSUGCAN","Tsuga canadensis",2,561.5,3.56035495,667.1
"UFRL-01-0091","07-02-2001",1000,"TSUGCAN","Tsuga canadensis",2,562,4.10381317,664.8
"UFRL-01-0093","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,601.9,4.73188114,332.4
"UFRL-01-0093","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,602.6,3.24253392,325.6
"UFRL-01-0093","07-19-2000",1000,"TSUGCAN","Tsuga canadensis",3,601.9,4.73188114,332.4
"UFRL-01-0093","07-19-2000",1000,"TSUGCAN","Tsuga canadensis",3,602.6,3.24253392,325.6
"UFRL-01-0101","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,340.8,8.63799095,72.11
"UFRL-01-0102","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,381,9.631917,120.4
"UFRL-01-0103","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,362.4,6.63645792,85.44
"UFRL-01-0104","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,352.1,4.38337517,128.1
"UFRL-01-0155","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,578.2,8.48253059,457.9
"UFRL-01-0156","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,566.9,4.40872002,456.2
"UFRL-01-0156","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,566.9,4.40872002,456.2
"UFRL-01-0156","00-00-2001",1000,"TSUGCAN","Tsuga canadensis",5,566.9,4.40872002,456.2
"UFRL-01-0156","00-00-2001",1000,"TSUGCAN","Tsuga canadensis",5,566.9,4.40872002,456.2
"UFRL-01-0160","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",9,376.4,12.55,20
"UFRL-01-0161","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,407.6,5.54437208,170.3
"UFRL-01-0163","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",1,389.1,8.76318359,30
"UFRL-01-0164","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",5,444.3,7.50882721,0
"UFRL-01-0166","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",8,414,8.91287422,72.11
"UFRL-01-0168","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,294,4.97123289,553.6
"UFRL-02-0002","05-30-2002",1000,"TSUGCAN","Tsuga canadensis",1,544.1,5.79644585,502.2
"UFRL-02-0002","05-30-2002",1000,"TSUGCAN","Tsuga canadensis",1,539.9,4.75019789,471
"UFRL-02-0003","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",7,541.4,7.01022387,466.5
"UFRL-02-0003","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",7,541.1,7.91147089,446.5
"UFRL-02-0003","06-03-2002",1000,"TSUGCAN","Tsuga canadensis",8,541.4,7.01022387,466.5
"UFRL-02-0003","06-03-2002",1000,"TSUGCAN","Tsuga canadensis",8,541.1,7.91147089,446.5
"UFRL-02-0004","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",5,544.1,6.66943598,398.2
"UFRL-02-0004","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",5,543.3,6.1997962,492.4
"UFRL-02-0004","06-04-2002",1000,"TSUGCAN","Tsuga canadensis",7,544.1,6.66943598,398.2
"UFRL-02-0004","06-04-2002",1000,"TSUGCAN","Tsuga canadensis",7,543.3,6.1997962,492.4
"UFRL-02-0005","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,550.7,5.81284523,141.4
"UFRL-02-0005","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,551.4,5.55141211,138.9
"UFRL-02-0005","06-17-2002",1000,"TSUGCAN","Tsuga canadensis",7,550.7,5.81284523,141.4
"UFRL-02-0005","06-17-2002",1000,"TSUGCAN","Tsuga canadensis",7,551.4,5.55141211,138.9
"UFRL-02-0008","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,547.5,8.6886034,310.2
"UFRL-02-0009","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,544.6,7.94175386,165.5
"UFRL-02-0009","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,546.4,6.42680311,238.5
"UFRL-02-0009","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",7,544.6,7.94175386,165.5
"UFRL-02-0009","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",7,546.4,6.42680311,238.5
"UFRL-02-0011","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,560.7,9.52658463,14.14
"UFRL-02-0011","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,560.8,13.69,22.36
"UFRL-02-0011","00-00-2001",1000,"TSUGCAN","Tsuga canadensis",6,560.7,9.52658463,14.14
"UFRL-02-0011","00-00-2001",1000,"TSUGCAN","Tsuga canadensis",6,560.8,13.69,22.36
"UFRL-02-0014","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",4,574.9,6.78551006,10
"UFRL-02-0014","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",4,575.5,7.93383789,10
"UFRL-02-0015","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,572.8,7.62810993,22.36
"UFRL-02-0015","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,572.7,7.86442184,10
"UFRL-02-0015","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",7,572.8,7.62810993,22.36
"UFRL-02-0015","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",7,572.7,7.86442184,10
"UFRL-02-0016","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,734.6,7.93976402,162.8
"UFRL-02-0016","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,642,11.77,30
"UFRL-02-0016","05-25-2000",1000,"TSUGCAN","Tsuga canadensis",3,734.6,7.93976402,162.8
"UFRL-02-0016","05-25-2000",1000,"TSUGCAN","Tsuga canadensis",3,642,11.77,30
"UFRL-02-0017","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,575.9,8.24578762,100
"UFRL-02-0018","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,686.2,4.92977715,161.2
"UFRL-02-0018","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,568.4,5.62893295,152.6
"UFRL-02-0018","07-18-2002",1000,"TSUGCAN","Tsuga canadensis",6,686.2,4.92977715,161.2
"UFRL-02-0018","07-18-2002",1000,"TSUGCAN","Tsuga canadensis",6,568.4,5.62893295,152.6
"UFRL-02-0019","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",6,655.2,10.57,120
"UFRL-02-0019","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",6,656.8,5.12628078,170.3
"UFRL-02-0019","05-23-2000",1000,"TSUGCAN","Tsuga canadensis",7,655.2,10.57,120
"UFRL-02-0019","05-23-2000",1000,"TSUGCAN","Tsuga canadensis",7,656.8,5.12628078,170.3
"UFRL-02-0030","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,541.9,7.33280897,0
"UFRL-02-0030","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,582,7.00764608,287.9
"UFRL-02-0030","08-01-2000",1000,"TSUGCAN","Tsuga canadensis",2,541.9,7.33280897,0
"UFRL-02-0030","08-01-2000",1000,"TSUGCAN","Tsuga canadensis",2,582,7.00764608,287.9
"UFRL-02-0031","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",6,612.6,25,14.14
"UFRL-02-0032","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,639.4,5.7957592,84.85
"UFRL-02-0033","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,587.1,6.15322685,89.44
"UFRL-02-0034","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",5,585.7,5.99898481,145.6
"UFRL-02-0034","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",5,575.3,6.8580761,36.06
"UFRL-02-0034","07-16-2002",1000,"TSUGCAN","Tsuga canadensis",7,585.7,5.99898481,145.6
"UFRL-02-0034","07-16-2002",1000,"TSUGCAN","Tsuga canadensis",7,575.3,6.8580761,36.06
"UFRL-02-0035","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,561.2,7.04439116,67.08
"UFRL-02-0035","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,561.2,7.04439116,67.08
"UFRL-02-0035","07-17-2002",1000,"TSUGCAN","Tsuga canadensis",6,561.2,7.04439116,67.08
"UFRL-02-0035","07-17-2002",1000,"TSUGCAN","Tsuga canadensis",6,561.2,7.04439116,67.08
"UFRL-02-0036","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",4,533,7.59922695,281.6
"UFRL-02-0037","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,564.6,5.26179314,150
"UFRL-02-0037","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,564.4,5.37112284,172
"UFRL-02-0037","07-15-2002",1000,"TSUGCAN","Tsuga canadensis",4,564.6,5.26179314,150
"UFRL-02-0037","07-15-2002",1000,"TSUGCAN","Tsuga canadensis",4,564.4,5.37112284,172
"UFRL-02-0038","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,564.9,5.35143995,63.25
"UFRL-02-0038","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,564.9,5.35143995,63.25
"UFRL-02-0038","07-15-2002",1000,"TSUGCAN","Tsuga canadensis",3,564.9,5.35143995,63.25
"UFRL-02-0038","07-15-2002",1000,"TSUGCAN","Tsuga canadensis",3,564.9,5.35143995,63.25
"UFRL-02-0039","00-00-1979",1000,"TSUGCAN","Tsuga canadensis",3,729.3,11.95,10
"UFRL-02-0040","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,1206,8.59319401,92.2
"UFRL-02-0040","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,1222,8.68496513,120.4
"UFRL-02-0040","07-31-2001",1000,"TSUGCAN","Tsuga canadensis",5,1206,8.59319401,92.2
"UFRL-02-0040","07-31-2001",1000,"TSUGCAN","Tsuga canadensis",5,1222,8.68496513,120.4
"UFRL-02-0041","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",8,1198,5.05267286,320
"UFRL-02-0041","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",8,1227,5.43648815,131.5
"UFRL-02-0041","05-31-2001",1000,"TSUGCAN","Tsuga canadensis",6,1198,5.05267286,320
"UFRL-02-0041","05-31-2001",1000,"TSUGCAN","Tsuga canadensis",6,1227,5.43648815,131.5
"UFRL-02-0044","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1069,4.48374319,460
"UFRL-02-0044","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1100,4.20749187,510.1
"UFRL-02-0044","06-14-2000",1000,"TSUGCAN","Tsuga canadensis",5,1069,4.48374319,460
"UFRL-02-0044","06-14-2000",1000,"TSUGCAN","Tsuga canadensis",5,1100,4.20749187,510.1
"UFRL-02-0045","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1016,5.26976299,371.1
"UFRL-02-0046","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",7,835,12.85,20
"UFRL-02-0046","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",7,849.2,5.58167601,50
"UFRL-02-0046","05-31-2000",1000,"TSUGCAN","Tsuga canadensis",8,835,12.85,20
"UFRL-02-0046","05-31-2000",1000,"TSUGCAN","Tsuga canadensis",8,849.2,5.58167601,50
"UFRL-02-0047","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",7,1206,5.73453093,270
"UFRL-02-0048","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,1160,5.17023802,406.1
"UFRL-02-0048","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,1164,5.09605789,384.7
"UFRL-02-0048","07-13-2000",1000,"TSUGCAN","Tsuga canadensis",3,1160,5.17023802,406.1
"UFRL-02-0048","07-13-2000",1000,"TSUGCAN","Tsuga canadensis",3,1164,5.09605789,384.7
"UFRL-02-0049","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1045,4.4259181,468.6
"UFRL-02-0050","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",6,847,13.13,14.14
"UFRL-02-0051","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",7,1051,13.25,36.06
"UFRL-02-0052","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1023,8.08509541,322
"UFRL-02-0053","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,871,4.15861702,111.8
"UFRL-02-0054","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1342,4.98367977,368.8
"UFRL-02-0055","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",9,1192,5.13333893,148.7
"UFRL-02-0056","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",2,1020,7.13305187,668.5
"UFRL-02-0057","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,1054,4.84549713,341.3
"UFRL-02-0058","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",3,890.1,5.04505777,323.1
"UFRL-02-0059","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",5,873.4,4.89006901,360.1
"UFRL-02-0059","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",5,844,11.09,290
"UFRL-02-0059","06-27-2000",1000,"TSUGCAN","Tsuga canadensis",5,873.4,4.89006901,360.1
"UFRL-02-0059","06-27-2000",1000,"TSUGCAN","Tsuga canadensis",5,844,11.09,290
"UFRL-02-0060","07-16-2002",1000,"TSUGCAN","Tsuga canadensis",2,557.9,7.67933702,31.62
"UFRL-02-0060","07-16-2002",1000,"TSUGCAN","Tsuga canadensis",2,557.6,9.06960964,53.85
"UFRL-02-0061","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,564.4,5.86814404,127.3
"UFRL-02-0061","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,567.8,5.55615997,98.49
"UFRL-02-0061","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",6,564.4,5.86814404,127.3
"UFRL-02-0061","07-10-2002",1000,"TSUGCAN","Tsuga canadensis",6,567.8,5.55615997,98.49
"UFRL-02-0100","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",9,800.8,5.00502396,182.5
"UFRL-02-0101","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",9,765.8,14.86,28.28
"UFRL-02-0102","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,801.9,6.44111204,30
"UFRL-02-0103","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,919.4,5.90393496,522
"UFRL-02-0105","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",9,826.9,9.59527683,182.5
"UFRL-02-0106","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,878.1,4.22118807,269.3
"UFRL-02-0107","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,856.9,5.56587315,274.6
"UFRL-02-0109","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,760.3,4.44317198,214.7
"UFRL-02-0110","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,825.1,4.45061207,282.3
"UFRL-02-0111","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,752.1,5.68210793,138.9
"UFRL-02-0113","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,695.6,6.24271822,50
"UFRL-02-0114","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,724,4.81555891,72.11
"UFRL-02-0115","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",9,691.6,6.29905796,31.62
"UFRL-02-0116","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",6,923.3,8.2226429,36.06
"UFRL-02-0117","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,989.1,5.10037804,41.23
"UFRL-02-0117","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,977.2,5.02160406,50
"UFRL-02-0117","06-02-2000",1000,"TSUGCAN","Tsuga canadensis",7,989.1,5.10037804,41.23
"UFRL-02-0117","06-02-2000",1000,"TSUGCAN","Tsuga canadensis",7,977.2,5.02160406,50
"UFRL-02-0118","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,981,4.91572905,310
"UFRL-02-0119","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,1047,4.76592207,344.8
"UFRL-02-0119","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,1027,4.88235378,275.9
"UFRL-02-0119","06-29-2000",1000,"TSUGCAN","Tsuga canadensis",2,1047,4.76592207,344.8
"UFRL-02-0119","06-29-2000",1000,"TSUGCAN","Tsuga canadensis",2,1027,4.88235378,275.9
"UFRL-02-0120","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,867.9,5.78856421,131.5
"UFRL-02-0121","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,973.9,3.94396496,319.1
"UFRL-02-0122","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,915.3,4.63796282,171.2
"UFRL-02-0126","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1157,5.75363302,444.1
"UFRL-02-0127","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,1165,5.27576399,331.1
"UFRL-02-0129","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1028,4.96405697,348.3
"UFRL-02-0137","08-09-2001",1000,"TSUGCAN","Tsuga canadensis",2,1279,5.06663322,414.4
"UFRL-02-0137","08-09-2001",1000,"TSUGCAN","Tsuga canadensis",2,1262,4.59644699,382.1
"UFRL-02-0138","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",8,1159,5.15753603,10
"UFRL-02-0138","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",8,1146,7.36486483,0
"UFRL-02-0138","08-08-2001",1000,"TSUGCAN","Tsuga canadensis",6,1159,5.15753603,10
"UFRL-02-0138","08-08-2001",1000,"TSUGCAN","Tsuga canadensis",6,1146,7.36486483,0
"UFRL-02-0142","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,1333,5.41245985,376.4
"UFRL-02-0144","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1344,3.04050398,398.2
"UFRL-02-0144","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1340,3.746557,340.6
"UFRL-02-0144","07-25-2000",1000,"TSUGCAN","Tsuga canadensis",5,1344,3.04050398,398.2
"UFRL-02-0144","07-25-2000",1000,"TSUGCAN","Tsuga canadensis",5,1340,3.746557,340.6
"UFRL-02-0149","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,1484,4.34440899,431.4
"UFRL-02-0152","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,795.7,4.36413383,161.2
"UFRL-02-0152","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,838.2,4.83716297,292.1
"UFRL-02-0152","00-00-2001",1000,"TSUGCAN","Tsuga canadensis",6,795.7,4.36413383,161.2
"UFRL-02-0152","00-00-2001",1000,"TSUGCAN","Tsuga canadensis",6,838.2,4.83716297,292.1
"UFRL-02-0153","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,837.6,4.87984896,196.5
"UFRL-02-0154","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,980.8,5.23787689,103
"UFRL-02-0156","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,1085,4.38513994,250.8
"UFRL-02-0158","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,895.5,4.55552483,266.8
"UFRL-02-0159","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1032,4.56351089,230.9
"UFRL-02-0159","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1037,4.42560577,192.1
"UFRL-02-0159","06-07-2000",1000,"TSUGCAN","Tsuga canadensis",5,1032,4.56351089,230.9
"UFRL-02-0159","06-07-2000",1000,"TSUGCAN","Tsuga canadensis",5,1037,4.42560577,192.1
"UFRL-02-0160","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1045,4.07218313,165.5
"UFRL-02-0160","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1043,4.91897202,188.7
"UFRL-02-0160","06-07-2000",1000,"TSUGCAN","Tsuga canadensis",2,1045,4.07218313,165.5
"UFRL-02-0160","06-07-2000",1000,"TSUGCAN","Tsuga canadensis",2,1043,4.91897202,188.7
"UFRL-02-0161","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",8,661,4.78554678,14.14
"UFRL-02-0162","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1208,4.45285082,323.1
"UFRL-02-0163","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,1194,5.44546223,262.5
"UFRL-02-0164","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1270,4.32390404,378.5
"UFRL-02-0164","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1272,4.72379398,400.2
"UFRL-02-0164","07-31-2002",1000,"TSUGCAN","Tsuga canadensis",4,1270,4.32390404,378.5
"UFRL-02-0164","07-31-2002",1000,"TSUGCAN","Tsuga canadensis",4,1272,4.72379398,400.2
"UFRL-02-0165","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1145,5.5572629,70.71
"UFRL-02-0165","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1146,5.95054483,60
"UFRL-02-0166","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1026,4.5679822,222
"UFRL-02-0167","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1094,4.97013807,339.4
"UFRL-02-0176","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,787.8,6.21430588,50
"UFRL-02-0177","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,634.4,5.45497513,41.23
"UFRL-02-0177","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,635.9,4.72930098,63.25
"UFRL-02-0177","05-30-2000",1000,"TSUGCAN","Tsuga canadensis",6,634.4,5.45497513,41.23
"UFRL-02-0177","05-30-2000",1000,"TSUGCAN","Tsuga canadensis",6,635.9,4.72930098,63.25
"UFRL-02-0178","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,548.5,8.74050331,28.28
"UFRL-02-0178","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,550.8,6.14028502,50.99
"UFRL-02-0999","00-00-1977",1000,"TSUGCAN","Tsuga canadensis",4,739.9,12.91,20
"UFRL-03-0001","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,1039,9.18652821,298.3
"UFRL-03-0001","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",2,1235,3.47877789,538.5
"UFRL-03-0001","08-09-2000",1000,"TSUGCAN","Tsuga canadensis",2,1039,9.18652821,298.3
"UFRL-03-0001","08-09-2000",1000,"TSUGCAN","Tsuga canadensis",2,1235,3.47877789,538.5
"UFRL-03-0002","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",6,869.1,6.01650381,400.5
"UFRL-03-0003","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",1,747.2,3.0670929,134.5
"UFRL-03-0004","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,875.6,6.09805298,70
"UFRL-03-0005","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",6,727.5,13.56,41.23
"UFRL-03-0006","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",5,1341,6.82645702,230.9
"UFRL-03-0007","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",9,1335,3.81137395,158.1
"UFRL-03-0008","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",4,1403,3.42729807,254.6
"UFRL-03-0009","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",7,1344,3.40493608,250.6
"UFRL-03-0010","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1016,10.74,14.14
"UFRL-03-0013","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1509,4.5936408,254.6
"UFRL-03-0013","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1500,4.94753885,260.2
"UFRL-03-0013","09-11-2001",1000,"TSUGCAN","Tsuga canadensis",3,1509,4.5936408,254.6
"UFRL-03-0013","09-11-2001",1000,"TSUGCAN","Tsuga canadensis",3,1500,4.94753885,260.2
"UFRL-03-0014","00-00-1978",1000,"TSUGCAN","Tsuga canadensis",3,1228,4.54504824,523.5
